Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label,Kata,Hitung
"@zipoer76 Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS",Hi Hepizen maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx MDAS,hi hepizen maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx mdas,"['hi', 'hepizen', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx', 'mdas']","hi,hepizen,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hi,hepizen,maaf,ya,bikin,kakak,ga,nyaman,fyi,tgl,feb,layan,alih,kakak,dm,akun,anterajacare,langsung,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hepizen,maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral,"['hepizen', 'maaf', 'bikin', 'kakak', 'nyaman', 'layan', 'alih', 'kakak', 'akun', 'anterajacare', 'langsung', 'tindaklanjuti', 'kendala', 'happy', 'fasting', 'baiknyaramadan', 'mdas']","{'hepizen': 1, 'maaf': 1, 'bikin': 1, 'kakak': 2, 'nyaman': 1, 'layan': 1, 'alih': 1, 'akun': 1, 'anterajacare': 1, 'langsung': 1, 'tindaklanjuti': 1, 'kendala': 1, 'happy': 1, 'fasting': 1, 'baiknyaramadan': 1, 'mdas': 1}"
"@WenzSpy Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS",Hi Hepizen maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx MDAS,hi hepizen maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx mdas,"['hi', 'hepizen', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx', 'mdas']","hi,hepizen,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hi,hepizen,maaf,ya,bikin,kakak,ga,nyaman,fyi,tgl,feb,layan,alih,kakak,dm,akun,anterajacare,langsung,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hepizen,maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral,"['hepizen', 'maaf', 'bikin', 'kakak', 'nyaman', 'layan', 'alih', 'kakak', 'akun', 'anterajacare', 'langsung', 'tindaklanjuti', 'kendala', 'happy', 'fasting', 'baiknyaramadan', 'mdas']","{'hepizen': 1, 'maaf': 1, 'bikin': 1, 'kakak': 2, 'nyaman': 1, 'layan': 1, 'alih': 1, 'akun': 1, 'anterajacare': 1, 'langsung': 1, 'tindaklanjuti': 1, 'kendala': 1, 'happy': 1, 'fasting': 1, 'baiknyaramadan': 1, 'mdas': 1}"
"@tokopedia @TokopediaCare min, itu tolong fitur sameday dr @anteraja_id  dihapus lah, pake sameday @anteraja_id gk prnh tepat waktu, kurirnya suka bikin update palsu untuk mendelay pickup paket",min itu tolong fitur sameday dr dihapus lah pake sameday gk prnh tepat waktu kurirnya suka bikin update palsu untuk mendelay pickup paket,min itu tolong fitur sameday dr dihapus lah pake sameday gk prnh tepat waktu kurirnya suka bikin update palsu untuk mendelay pickup paket,"['min', 'itu', 'tolong', 'fitur', 'sameday', 'dr', 'dihapus', 'lah', 'pake', 'sameday', 'gk', 'prnh', 'tepat', 'waktu', 'kurirnya', 'suka', 'bikin', 'update', 'palsu', 'untuk', 'mendelay', 'pickup', 'paket']","min,itu,tolong,fitur,sameday,dr,hapus,lah,pake,sameday,gk,prnh,tepat,waktu,kurir,suka,bikin,update,palsu,untuk,mendelay,pickup,paket","min,tolong,fitur,sameday,dr,hapus,pake,sameday,gk,prnh,kurir,suka,bikin,update,palsu,mendelay,pickup,paket","tolong,fitur,sameday,hapus,pake,sameday,prnh,kurir,suka,bikin,update,palsu,mendelay,pickup,paket",negatif,"['tolong', 'fitur', 'sameday', 'hapus', 'pake', 'sameday', 'prnh', 'kurir', 'suka', 'bikin', 'update', 'palsu', 'mendelay', 'pickup', 'paket']","{'tolong': 1, 'fitur': 1, 'sameday': 2, 'hapus': 1, 'pake': 1, 'prnh': 1, 'kurir': 1, 'suka': 1, 'bikin': 1, 'update': 1, 'palsu': 1, 'mendelay': 1, 'pickup': 1, 'paket': 1}"
"@anteraja_id giveaway mulu... paket ndak diurusin,... udah dari dulu alasan belum siap, toko tutup, nomor tidak aktif, asli basi banget dah... tuh sameday nyampe kapan??? @anteraja_id https://t.co/OLzeKfgItW",giveaway mulu paket ndak diurusin udah dari dulu alasan belum siap toko tutup nomor tidak aktif asli basi banget dah tuh sameday nyampe kapan,giveaway mulu paket ndak diurusin udah dari dulu alasan belum siap toko tutup nomor tidak aktif asli basi banget dah tuh sameday nyampe kapan,"['giveaway', 'mulu', 'paket', 'ndak', 'diurusin', 'udah', 'dari', 'dulu', 'alasan', 'belum', 'siap', 'toko', 'tutup', 'nomor', 'tidak', 'aktif', 'asli', 'basi', 'banget', 'dah', 'tuh', 'sameday', 'nyampe', 'kapan']","giveaway,mulu,paket,ndak,diurusin,udah,dari,dulu,alas,belum,siap,toko,tutup,nomor,tidak,aktif,asli,basi,banget,dah,tuh,sameday,nyampe,kapan","giveaway,mulu,paket,ndak,diurusin,udah,alas,toko,tutup,nomor,aktif,asli,basi,banget,dah,tuh,sameday,nyampe","giveaway,mulu,paket,ndak,diurusin,udah,alas,toko,tutup,nomor,aktif,asli,basi,banget,sameday,nyampe",negatif,"['giveaway', 'mulu', 'paket', 'ndak', 'diurusin', 'udah', 'alas', 'toko', 'tutup', 'nomor', 'aktif', 'asli', 'basi', 'banget', 'sameday', 'nyampe']","{'giveaway': 1, 'mulu': 1, 'paket': 1, 'ndak': 1, 'diurusin': 1, 'udah': 1, 'alas': 1, 'toko': 1, 'tutup': 1, 'nomor': 1, 'aktif': 1, 'asli': 1, 'basi': 1, 'banget': 1, 'sameday': 1, 'nyampe': 1}"
@fokusrg @anteraja_id gabisa gabisa,gabisa gabisa,gabisa gabisa,"['gabisa', 'gabisa']","gabisa,gabisa","gabisa,gabisa","gabisa,gabisa",negatif,"['gabisa', 'gabisa']",{'gabisa': 2}
"@AnnaPratiwi Hi Kak, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS",Hi Kak maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx MDAS,hi kak maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx mdas,"['hi', 'kak', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx', 'mdas']","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,tgl,feb,layan,alih,kakak,dm,akun,anterajacare,langsung,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral,"['maaf', 'bikin', 'kakak', 'nyaman', 'layan', 'alih', 'kakak', 'akun', 'anterajacare', 'langsung', 'tindaklanjuti', 'kendala', 'happy', 'fasting', 'baiknyaramadan', 'mdas']","{'maaf': 1, 'bikin': 1, 'kakak': 2, 'nyaman': 1, 'layan': 1, 'alih': 1, 'akun': 1, 'anterajacare': 1, 'langsung': 1, 'tindaklanjuti': 1, 'kendala': 1, 'happy': 1, 'fasting': 1, 'baiknyaramadan': 1, 'mdas': 1}"
"@vhienuna Hi Kak, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS",Hi Kak maaf ya bikin kakak ga nyaman FYI mulai tgl Feb untuk layanan beralih ke Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak Happy Fasting BaiknyaRamadan Thx MDAS,hi kak maaf ya bikin kakak ga nyaman fyi mulai tgl feb untuk layanan beralih ke untuk itu kakak bisa dm akun anterajacare agar bisa langsung kami tindaklanjuti kendalanya ya kak happy fasting baiknyaramadan thx mdas,"['hi', 'kak', 'maaf', 'ya', 'bikin', 'kakak', 'ga', 'nyaman', 'fyi', 'mulai', 'tgl', 'feb', 'untuk', 'layanan', 'beralih', 'ke', 'untuk', 'itu', 'kakak', 'bisa', 'dm', 'akun', 'anterajacare', 'agar', 'bisa', 'langsung', 'kami', 'tindaklanjuti', 'kendalanya', 'ya', 'kak', 'happy', 'fasting', 'baiknyaramadan', 'thx', 'mdas']","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,mulai,tgl,feb,untuk,layan,alih,ke,untuk,itu,kakak,bisa,dm,akun,anterajacare,agar,bisa,langsung,kami,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","hi,kak,maaf,ya,bikin,kakak,ga,nyaman,fyi,tgl,feb,layan,alih,kakak,dm,akun,anterajacare,langsung,tindaklanjuti,kendala,ya,kak,happy,fasting,baiknyaramadan,thx,mdas","maaf,bikin,kakak,nyaman,layan,alih,kakak,akun,anterajacare,langsung,tindaklanjuti,kendala,happy,fasting,baiknyaramadan,mdas",netral,"['maaf', 'bikin', 'kakak', 'nyaman', 'layan', 'alih', 'kakak', 'akun', 'anterajacare', 'langsung', 'tindaklanjuti', 'kendala', 'happy', 'fasting', 'baiknyaramadan', 'mdas']","{'maaf': 1, 'bikin': 1, 'kakak': 2, 'nyaman': 1, 'layan': 1, 'alih': 1, 'akun': 1, 'anterajacare': 1, 'langsung': 1, 'tindaklanjuti': 1, 'kendala': 1, 'happy': 1, 'fasting': 1, 'baiknyaramadan': 1, 'mdas': 1}"
"@anteraja_id paket gue mana woi,udah berhari2 di jakut mulu,kasih tau kenapa telat kasih jawaban yang jelas bukan sok2an solusi investigasi bla bla bla,muak banget sumpah ga guna jg dm dm",paket gue mana woiudah berhari di jakut mulukasih tau kenapa telat kasih jawaban yang jelas bukan sok an solusi investigasi bla bla blamuak banget sumpah ga guna jg dm dm,paket gue mana woiudah berhari di jakut mulukasih tau kenapa telat kasih jawaban yang jelas bukan sok an solusi investigasi bla bla blamuak banget sumpah ga guna jg dm dm,"['paket', 'gue', 'mana', 'woiudah', 'berhari', 'di', 'jakut', 'mulukasih', 'tau', 'kenapa', 'telat', 'kasih', 'jawaban', 'yang', 'jelas', 'bukan', 'sok', 'an', 'solusi', 'investigasi', 'bla', 'bla', 'blamuak', 'banget', 'sumpah', 'ga', 'guna', 'jg', 'dm', 'dm']","paket,gue,mana,woiudah,hari,di,jakut,mulukasih,tau,kenapa,telat,kasih,jawab,yang,jelas,bukan,sok,an,solusi,investigasi,bla,bla,blamuak,banget,sumpah,ga,guna,jg,dm,dm","paket,gue,woiudah,jakut,mulukasih,tau,telat,kasih,sok,an,solusi,investigasi,bla,bla,blamuak,banget,sumpah,ga,jg,dm,dm","paket,woiudah,jakut,mulukasih,telat,kasih,solusi,investigasi,blamuak,banget,sumpah",negatif,"['paket', 'woiudah', 'jakut', 'mulukasih', 'telat', 'kasih', 'solusi', 'investigasi', 'blamuak', 'banget', 'sumpah']","{'paket': 1, 'woiudah': 1, 'jakut': 1, 'mulukasih': 1, 'telat': 1, 'kasih': 1, 'solusi': 1, 'investigasi': 1, 'blamuak': 1, 'banget': 1, 'sumpah': 1}"
"@anteraja_id Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh... https://t.co/WtrXnLjjwJ",Halo paket saya dgn no resi masih nyangkut dimana ya Keterangannya delivery tertunda karena masalah operasional Padahal SAME DAY loh,halo paket saya dgn no resi masih nyangkut dimana ya keterangannya delivery tertunda karena masalah operasional padahal same day loh,"['halo', 'paket', 'saya', 'dgn', 'no', 'resi', 'masih', 'nyangkut', 'dimana', 'ya', 'keterangannya', 'delivery', 'tertunda', 'karena', 'masalah', 'operasional', 'padahal', 'same', 'day', 'loh']","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh","halo,paket,dgn,no,resi,nyangkut,ya,terang,delivery,tunda,operasional,same,day,loh","halo,paket,resi,nyangkut,terang,delivery,tunda,operasional,same",negatif,"['halo', 'paket', 'resi', 'nyangkut', 'terang', 'delivery', 'tunda', 'operasional', 'same']","{'halo': 1, 'paket': 1, 'resi': 1, 'nyangkut': 1, 'terang': 1, 'delivery': 1, 'tunda': 1, 'operasional': 1, 'same': 1}"
"@anteraja_id Definisi #BaiknyaRamadan versi aku adalah ketika adanya peningkatan dalam hal ibadah dan berbuat baik kepada sesama, baik secara kualitas maupun kuantitas.
#PastiLebihBaik",Definisi BaiknyaRamadan versi aku adalah ketika adanya peningkatan dalam hal ibadah dan berbuat baik kepada sesama baik secara kualitas maupun kuantitas PastiLebihBaik,definisi baiknyaramadan versi aku adalah ketika adanya peningkatan dalam hal ibadah dan berbuat baik kepada sesama baik secara kualitas maupun kuantitas pastilebihbaik,"['definisi', 'baiknyaramadan', 'versi', 'aku', 'adalah', 'ketika', 'adanya', 'peningkatan', 'dalam', 'hal', 'ibadah', 'dan', 'berbuat', 'baik', 'kepada', 'sesama', 'baik', 'secara', 'kualitas', 'maupun', 'kuantitas', 'pastilebihbaik']","definisi,baiknyaramadan,versi,aku,adalah,ketika,ada,tingkat,dalam,hal,ibadah,dan,buat,baik,kepada,sama,baik,cara,kualitas,maupun,kuantitas,pastilebihbaik","definisi,baiknyaramadan,versi,tingkat,ibadah,kualitas,kuantitas,pastilebihbaik","definisi,baiknyaramadan,versi,tingkat,ibadah,kualitas,kuantitas,pastilebihbaik",netral,"['definisi', 'baiknyaramadan', 'versi', 'tingkat', 'ibadah', 'kualitas', 'kuantitas', 'pastilebihbaik']","{'definisi': 1, 'baiknyaramadan': 1, 'versi': 1, 'tingkat': 1, 'ibadah': 1, 'kualitas': 1, 'kuantitas': 1, 'pastilebihbaik': 1}"
"Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh...
Isinya makanan, gmn kalo basi? https://t.co/04MJVm8zAt",Halo paket saya dgn no resi masih nyangkut dimana ya Keterangannya delivery tertunda karena masalah operasional Padahal SAME DAY loh Isinya makanan gmn kalo basi,halo paket saya dgn no resi masih nyangkut dimana ya keterangannya delivery tertunda karena masalah operasional padahal same day loh isinya makanan gmn kalo basi,"['halo', 'paket', 'saya', 'dgn', 'no', 'resi', 'masih', 'nyangkut', 'dimana', 'ya', 'keterangannya', 'delivery', 'tertunda', 'karena', 'masalah', 'operasional', 'padahal', 'same', 'day', 'loh', 'isinya', 'makanan', 'gmn', 'kalo', 'basi']","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh,isi,makan,gmn,kalo,basi","halo,paket,dgn,no,resi,nyangkut,ya,terang,delivery,tunda,operasional,same,day,loh,isi,makan,gmn,kalo,basi","halo,paket,resi,nyangkut,terang,delivery,tunda,operasional,same,makan,kalo,basi",negatif,"['halo', 'paket', 'resi', 'nyangkut', 'terang', 'delivery', 'tunda', 'operasional', 'same', 'makan', 'kalo', 'basi']","{'halo': 1, 'paket': 1, 'resi': 1, 'nyangkut': 1, 'terang': 1, 'delivery': 1, 'tunda': 1, 'operasional': 1, 'same': 1, 'makan': 1, 'kalo': 1, 'basi': 1}"
@overdozzd @anteraja_id Sabarrr😭,Sabarrr,sabarrr,['sabarrr'],sabarrr,sabarrr,sabarrr,netral,['sabarrr'],{'sabarrr': 1}
"Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh...",Halo paket saya dgn no resi masih nyangkut dimana ya Keterangannya delivery tertunda karena masalah operasional Padahal SAME DAY loh,halo paket saya dgn no resi masih nyangkut dimana ya keterangannya delivery tertunda karena masalah operasional padahal same day loh,"['halo', 'paket', 'saya', 'dgn', 'no', 'resi', 'masih', 'nyangkut', 'dimana', 'ya', 'keterangannya', 'delivery', 'tertunda', 'karena', 'masalah', 'operasional', 'padahal', 'same', 'day', 'loh']","halo,paket,saya,dgn,no,resi,masih,nyangkut,mana,ya,terang,delivery,tunda,karena,masalah,operasional,padahal,same,day,loh","halo,paket,dgn,no,resi,nyangkut,ya,terang,delivery,tunda,operasional,same,day,loh","halo,paket,resi,nyangkut,terang,delivery,tunda,operasional,same",negatif,"['halo', 'paket', 'resi', 'nyangkut', 'terang', 'delivery', 'tunda', 'operasional', 'same']","{'halo': 1, 'paket': 1, 'resi': 1, 'nyangkut': 1, 'terang': 1, 'delivery': 1, 'tunda': 1, 'operasional': 1, 'same': 1}"
"@antymooo Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Kak jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk bisikin no resi kamu ke DM akun baru kami di spy privasimu terjaga Trims PI,hi kak jgn risau ya kendala paket kamu akan segera minaja bantu yuk bisikin no resi kamu ke dm akun baru kami di spy privasimu terjaga trims pi,"['hi', 'kak', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'bisikin', 'no', 'resi', 'kamu', 'ke', 'dm', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,kak,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,bisikin,no,resi,kamu,ke,dm,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,kak,jgn,risau,ya,kendala,paket,maja,bantu,yuk,bisikin,no,resi,dm,akun,spy,privasi,jaga,trims,pi","risau,kendala,paket,maja,bantu,bisikin,resi,akun,privasi,jaga,trims",netral,"['risau', 'kendala', 'paket', 'maja', 'bantu', 'bisikin', 'resi', 'akun', 'privasi', 'jaga', 'trims']","{'risau': 1, 'kendala': 1, 'paket': 1, 'maja': 1, 'bantu': 1, 'bisikin': 1, 'resi': 1, 'akun': 1, 'privasi': 1, 'jaga': 1, 'trims': 1}"
"@anteraja_id Definisi #BaiknyaRamadan versi aku adalah ketika banyak orang yang rela ga tidur buat bangunin orang lain sahur keliling komplek.
Bener bener bulan Ramadan seindah itu.
#PastiLebihBaik ❤️",Definisi BaiknyaRamadan versi aku adalah ketika banyak orang yang rela ga tidur buat bangunin orang lain sahur keliling komplek Bener bener bulan Ramadan seindah itu PastiLebihBaik,definisi baiknyaramadan versi aku adalah ketika banyak orang yang rela ga tidur buat bangunin orang lain sahur keliling komplek bener bener bulan ramadan seindah itu pastilebihbaik,"['definisi', 'baiknyaramadan', 'versi', 'aku', 'adalah', 'ketika', 'banyak', 'orang', 'yang', 'rela', 'ga', 'tidur', 'buat', 'bangunin', 'orang', 'lain', 'sahur', 'keliling', 'komplek', 'bener', 'bener', 'bulan', 'ramadan', 'seindah', 'itu', 'pastilebihbaik']","definisi,baiknyaramadan,versi,aku,adalah,ketika,banyak,orang,yang,rela,ga,tidur,buat,bangunin,orang,lain,sahur,keliling,komplek,bener,bener,bulan,ramadan,indah,itu,pastilebihbaik","definisi,baiknyaramadan,versi,orang,rela,ga,tidur,bangunin,orang,sahur,keliling,komplek,bener,bener,ramadan,indah,pastilebihbaik","definisi,baiknyaramadan,versi,orang,rela,tidur,bangunin,orang,sahur,keliling,komplek,bener,bener,ramadan,indah,pastilebihbaik",netral,"['definisi', 'baiknyaramadan', 'versi', 'orang', 'rela', 'tidur', 'bangunin', 'orang', 'sahur', 'keliling', 'komplek', 'bener', 'bener', 'ramadan', 'indah', 'pastilebihbaik']","{'definisi': 1, 'baiknyaramadan': 1, 'versi': 1, 'orang': 2, 'rela': 1, 'tidur': 1, 'bangunin': 1, 'sahur': 1, 'keliling': 1, 'komplek': 1, 'bener': 2, 'ramadan': 1, 'indah': 1, 'pastilebihbaik': 1}"
"@overdozzd Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI",Hi Hepizen jgn risau ya Kendala paket kamu akan segera MinAja bantu Yuk move DM ke akun baru kami di spy privasimu terjaga Trims PI,hi hepizen jgn risau ya kendala paket kamu akan segera minaja bantu yuk move dm ke akun baru kami di spy privasimu terjaga trims pi,"['hi', 'hepizen', 'jgn', 'risau', 'ya', 'kendala', 'paket', 'kamu', 'akan', 'segera', 'minaja', 'bantu', 'yuk', 'move', 'dm', 'ke', 'akun', 'baru', 'kami', 'di', 'spy', 'privasimu', 'terjaga', 'trims', 'pi']","hi,hepizen,jgn,risau,ya,kendala,paket,kamu,akan,segera,maja,bantu,yuk,move,dm,ke,akun,baru,kami,di,spy,privasi,jaga,trims,pi","hi,hepizen,jgn,risau,ya,kendala,paket,maja,bantu,yuk,move,dm,akun,spy,privasi,jaga,trims,pi","hepizen,risau,kendala,paket,maja,bantu,move,akun,privasi,jaga,trims",netral,"['hepizen', 'risau', 'kendala', 'paket', 'maja', 'bantu', 'move', 'akun', 'privasi', 'jaga', 'trims']","{'hepizen': 1, 'risau': 1, 'kendala': 1, 'paket': 1, 'maja': 1, 'bantu': 1, 'move': 1, 'akun': 1, 'privasi': 1, 'jaga': 1, 'trims': 1}"
"@anteraja_id #BaiknyaRamadan itu memperbanyak ibadahnya, untuk mendapatkan pahala yang lebih berlimpah, mengharap ridha dari Allah SWT, dan mendapat keberkahan yang lebih bermanfaat untuk kehidupannya. @anteraja_id",BaiknyaRamadan itu memperbanyak ibadahnya untuk mendapatkan pahala yang lebih berlimpah mengharap ridha dari Allah SWT dan mendapat keberkahan yang lebih bermanfaat untuk kehidupannya,baiknyaramadan itu memperbanyak ibadahnya untuk mendapatkan pahala yang lebih berlimpah mengharap ridha dari allah swt dan mendapat keberkahan yang lebih bermanfaat untuk kehidupannya,"['baiknyaramadan', 'itu', 'memperbanyak', 'ibadahnya', 'untuk', 'mendapatkan', 'pahala', 'yang', 'lebih', 'berlimpah', 'mengharap', 'ridha', 'dari', 'allah', 'swt', 'dan', 'mendapat', 'keberkahan', 'yang', 'lebih', 'bermanfaat', 'untuk', 'kehidupannya']","baiknyaramadan,itu,banyak,ibadah,untuk,dapat,pahala,yang,lebih,limpah,harap,ridha,dari,allah,swt,dan,dapat,berkah,yang,lebih,manfaat,untuk,hidup","baiknyaramadan,ibadah,pahala,limpah,harap,ridha,allah,swt,berkah,manfaat,hidup","baiknyaramadan,ibadah,pahala,limpah,harap,ridha,allah,berkah,manfaat,hidup",netral,"['baiknyaramadan', 'ibadah', 'pahala', 'limpah', 'harap', 'ridha', 'allah', 'berkah', 'manfaat', 'hidup']","{'baiknyaramadan': 1, 'ibadah': 1, 'pahala': 1, 'limpah': 1, 'harap': 1, 'ridha': 1, 'allah': 1, 'berkah': 1, 'manfaat': 1, 'hidup': 1}"
ini ngapa sampe nyasar ke jakut sih tolol??? idiot bgt dah @anteraja_id https://t.co/mZHz34m103,ini ngapa sampe nyasar ke jakut sih tolol idiot bgt dah,ini ngapa sampe nyasar ke jakut sih tolol idiot bgt dah,"['ini', 'ngapa', 'sampe', 'nyasar', 'ke', 'jakut', 'sih', 'tolol', 'idiot', 'bgt', 'dah']","ini,ngapa,sampe,nyasar,ke,jakut,sih,tolol,idiot,bgt,dah","ngapa,sampe,nyasar,jakut,sih,tolol,idiot,bgt,dah","ngapa,sampe,nyasar,jakut,tolol,idiot",negatif,"['ngapa', 'sampe', 'nyasar', 'jakut', 'tolol', 'idiot']","{'ngapa': 1, 'sampe': 1, 'nyasar': 1, 'jakut': 1, 'tolol': 1, 'idiot': 1}"
